year,cause,gender,age,people
2000,"Ischaemic heart diseases",2,80 to 84,44828
2000,"Ischaemic heart diseases",2,85 to 89,52866
2000,"Ischaemic heart diseases",2,90 to 94,42665
2000,"Ischaemic heart diseases",2,95+,24097
2000,"Ischaemic heart diseases",2,Unspecified,14
2001,"Ischaemic heart diseases",1,0 to 4,44
2001,"Ischaemic heart diseases",1,5 to 9,1
2001,"Ischaemic heart diseases",1,10 to 14,11
2001,"Ischaemic heart diseases",1,15 to 19,21
2001,"Ischaemic heart diseases",1,20 to 24,90
2001,"Ischaemic heart diseases",1,25 to 29,211
2001,"Ischaemic heart diseases",1,30 to 34,619
2001,"Ischaemic heart diseases",1,35 to 39,1666
2001,"Ischaemic heart diseases",1,40 to 44,4044
2001,"Ischaemic heart diseases",1,45 to 49,7319
2001,"Ischaemic heart diseases",1,50 to 54,11813
2001,"Ischaemic heart diseases",1,55 to 59,14794
2001,"Ischaemic heart diseases",1,60 to 64,18211
2001,"Ischaemic heart diseases",1,65 to 69,23181
2001,"Ischaemic heart diseases",1,70 to 74,31890
2001,"Ischaemic heart diseases",1,75 to 79,40894
2001,"Ischaemic heart diseases",1,80 to 84,42059
2001,"Ischaemic heart diseases",1,85 to 89,33466
2001,"Ischaemic heart diseases",1,90 to 94,17702
2001,"Ischaemic heart diseases",1,95+,5938
2001,"Ischaemic heart diseases",1,Unspecified,33
2001,"Ischaemic heart diseases",2,0 to 4,37
2001,"Ischaemic heart diseases",2,5 to 9,2
2001,"Ischaemic heart diseases",2,10 to 14,4
2001,"Ischaemic heart diseases",2,15 to 19,5
2001,"Ischaemic heart diseases",2,20 to 24,37
2001,"Ischaemic heart diseases",2,25 to 29,68
2001,"Ischaemic heart diseases",2,30 to 34,217
2001,"Ischaemic heart diseases",2,35 to 39,544
2001,"Ischaemic heart diseases",2,40 to 44,1270
2001,"Ischaemic heart diseases",2,45 to 49,2135
2001,"Ischaemic heart diseases",2,50 to 54,3794
2001,"Ischaemic heart diseases",2,55 to 59,5475
2001,"Ischaemic heart diseases",2,60 to 64,8092
2001,"Ischaemic heart diseases",2,65 to 69,12321
2001,"Ischaemic heart diseases",2,70 to 74,20070
2001,"Ischaemic heart diseases",2,75 to 79,32188
2001,"Ischaemic heart diseases",2,80 to 84,44712
2001,"Ischaemic heart diseases",2,85 to 89,51414
2001,"Ischaemic heart diseases",2,90 to 94,41856
2001,"Ischaemic heart diseases",2,95+,23932
2001,"Ischaemic heart diseases",2,Unspecified,15
2002,"Ischaemic heart diseases",1,0 to 4,47
2002,"Ischaemic heart diseases",1,5 to 9,1
2002,"Ischaemic heart diseases",1,10 to 14,11
2002,"Ischaemic heart diseases",1,15 to 19,18
2002,"Ischaemic heart diseases",1,20 to 24,74
2002,"Ischaemic heart diseases",1,25 to 29,189
2002,"Ischaemic heart diseases",1,30 to 34,549
2002,"Ischaemic heart diseases",1,35 to 39,1668
2002,"Ischaemic heart diseases",1,40 to 44,4167
2002,"Ischaemic heart diseases",1,45 to 49,7582
2002,"Ischaemic heart diseases",1,50 to 54,11966
2002,"Ischaemic heart diseases",1,55 to 59,15350
2002,"Ischaemic heart diseases",1,60 to 64,18306
2002,"Ischaemic heart diseases",1,65 to 69,22570
2002,"Ischaemic heart diseases",1,70 to 74,30563
2002,"Ischaemic heart diseases",1,75 to 79,39151
2002,"Ischaemic heart diseases",1,80 to 84,42085
2002,"Ischaemic heart diseases",1,85 to 89,34073
2002,"Ischaemic heart diseases",1,90 to 94,18199
2002,"Ischaemic heart diseases",1,95+,6174
2002,"Ischaemic heart diseases",1,Unspecified,27
2002,"Ischaemic heart diseases",2,0 to 4,46
2002,"Ischaemic heart diseases",2,5 to 9,2
2002,"Ischaemic heart diseases",2,10 to 14,4
2002,"Ischaemic heart diseases",2,15 to 19,8
2002,"Ischaemic heart diseases",2,20 to 24,27
2002,"Ischaemic heart diseases",2,25 to 29,60
2002,"Ischaemic heart diseases",2,30 to 34,193
2002,"Ischaemic heart diseases",2,35 to 39,541
2002,"Ischaemic heart diseases",2,40 to 44,1298
2002,"Ischaemic heart diseases",2,45 to 49,2307
2002,"Ischaemic heart diseases",2,50 to 54,3712
2002,"Ischaemic heart diseases",2,55 to 59,5646
2002,"Ischaemic heart diseases",2,60 to 64,7959
2002,"Ischaemic heart diseases",2,65 to 69,11760
2002,"Ischaemic heart diseases",2,70 to 74,18968
2002,"Ischaemic heart diseases",2,75 to 79,30614
2002,"Ischaemic heart diseases",2,80 to 84,43537
2002,"Ischaemic heart diseases",2,85 to 89,50009
2002,"Ischaemic heart diseases",2,90 to 94,41368
2002,"Ischaemic heart diseases",2,95+,23565
2002,"Ischaemic heart diseases",2,Unspecified,10
2003,"Ischaemic heart diseases",1,0 to 4,49
2003,"Ischaemic heart diseases",1,5 to 9,4
2003,"Ischaemic heart diseases",1,10 to 14,6
2003,"Ischaemic heart diseases",1,15 to 19,20
2003,"Ischaemic heart diseases",1,20 to 24,85
2003,"Ischaemic heart diseases",1,25 to 29,197
2003,"Ischaemic heart diseases",1,30 to 34,614
2003,"Ischaemic heart diseases",1,35 to 39,1626
2003,"Ischaemic heart diseases",1,40 to 44,4046
2003,"Ischaemic heart diseases",1,45 to 49,7656
2003,"Ischaemic heart diseases",1,50 to 54,11816
2003,"Ischaemic heart diseases",1,55 to 59,15341
2003,"Ischaemic heart diseases",1,60 to 64,18422
2003,"Ischaemic heart diseases",1,65 to 69,21547
2003,"Ischaemic heart diseases",1,70 to 74,28451
2003,"Ischaemic heart diseases",1,75 to 79,37191
2003,"Ischaemic heart diseases",1,80 to 84,41382
2003,"Ischaemic heart diseases",1,85 to 89,33563
2003,"Ischaemic heart diseases",1,90 to 94,18269
2003,"Ischaemic heart diseases",1,95+,6040
2003,"Ischaemic heart diseases",1,Unspecified,22
2003,"Ischaemic heart diseases",2,0 to 4,53
2003,"Ischaemic heart diseases",2,5 to 9,8
2003,"Ischaemic heart diseases",2,10 to 14,4
2003,"Ischaemic heart diseases",2,15 to 19,9
2003,"Ischaemic heart diseases",2,20 to 24,40
2003,"Ischaemic heart diseases",2,25 to 29,76
2003,"Ischaemic heart diseases",2,30 to 34,192
2003,"Ischaemic heart diseases",2,35 to 39,519
2003,"Ischaemic heart diseases",2,40 to 44,1343
2003,"Ischaemic heart diseases",2,45 to 49,2326
2003,"Ischaemic heart diseases",2,50 to 54,3552
2003,"Ischaemic heart diseases",2,55 to 59,5562
2003,"Ischaemic heart diseases",2,60 to 64,8044
2003,"Ischaemic heart diseases",2,65 to 69,11100
2003,"Ischaemic heart diseases",2,70 to 74,17780
2003,"Ischaemic heart diseases",2,75 to 79,28871
2003,"Ischaemic heart diseases",2,80 to 84,41925
2003,"Ischaemic heart diseases",2,85 to 89,48435
2003,"Ischaemic heart diseases",2,90 to 94,40524
2003,"Ischaemic heart diseases",2,95+,23332
2003,"Ischaemic heart diseases",2,Unspecified,7
2004,"Ischaemic heart diseases",1,0 to 4,50
2004,"Ischaemic heart diseases",1,5 to 9,3
2004,"Ischaemic heart diseases",1,10 to 14,5
2004,"Ischaemic heart diseases",1,15 to 19,16
2004,"Ischaemic heart diseases",1,20 to 24,69
2004,"Ischaemic heart diseases",1,25 to 29,204
2004,"Ischaemic heart diseases",1,30 to 34,615
2004,"Ischaemic heart diseases",1,35 to 39,1467
2004,"Ischaemic heart diseases",1,40 to 44,3899
2004,"Ischaemic heart diseases",1,45 to 49,7438
2004,"Ischaemic heart diseases",1,50 to 54,11538
2004,"Ischaemic heart diseases",1,55 to 59,15002
2004,"Ischaemic heart diseases",1,60 to 64,17863
2004,"Ischaemic heart diseases",1,65 to 69,20391
2004,"Ischaemic heart diseases",1,70 to 74,25881
2004,"Ischaemic heart diseases",1,75 to 79,34272
2004,"Ischaemic heart diseases",1,80 to 84,39318
2004,"Ischaemic heart diseases",1,85 to 89,31859
2004,"Ischaemic heart diseases",1,90 to 94,17650
2004,"Ischaemic heart diseases",1,95+,5986
2004,"Ischaemic heart diseases",1,Unspecified,23
2004,"Ischaemic heart diseases",2,0 to 4,45
2004,"Ischaemic heart diseases",2,5 to 9,4
2004,"Ischaemic heart diseases",2,10 to 14,4
2004,"Ischaemic heart diseases",2,15 to 19,4
2004,"Ischaemic heart diseases",2,20 to 24,25
2004,"Ischaemic heart diseases",2,25 to 29,82
2004,"Ischaemic heart diseases",2,30 to 34,183
2004,"Ischaemic heart diseases",2,35 to 39,510
2004,"Ischaemic heart diseases",2,40 to 44,1255
2004,"Ischaemic heart diseases",2,45 to 49,2285
2004,"Ischaemic heart diseases",2,50 to 54,3648
2004,"Ischaemic heart diseases",2,55 to 59,5431
2004,"Ischaemic heart diseases",2,60 to 64,7701
2004,"Ischaemic heart diseases",2,65 to 69,10522
2004,"Ischaemic heart diseases",2,70 to 74,16304
2004,"Ischaemic heart diseases",2,75 to 79,26011
2004,"Ischaemic heart diseases",2,80 to 84,39524
2004,"Ischaemic heart diseases",2,85 to 89,44703
2004,"Ischaemic heart diseases",2,90 to 94,37904
2004,"Ischaemic heart diseases",2,95+,21653
2004,"Ischaemic heart diseases",2,Unspecified,3
2005,"Ischaemic heart diseases",1,0 to 4,54
2005,"Ischaemic heart diseases",1,5 to 9,4
2005,"Ischaemic heart diseases",1,10 to 14,4
2005,"Ischaemic heart diseases",1,15 to 19,21
2005,"Ischaemic heart diseases",1,20 to 24,92
2005,"Ischaemic heart diseases",1,25 to 29,227
2005,"Ischaemic heart diseases",1,30 to 34,542
2005,"Ischaemic heart diseases",1,35 to 39,1435
2005,"Ischaemic heart diseases",1,40 to 44,3746
2005,"Ischaemic heart diseases",1,45 to 49,7352
2005,"Ischaemic heart diseases",1,50 to 54,11877
2005,"Ischaemic heart diseases",1,55 to 59,15483
2005,"Ischaemic heart diseases",1,60 to 64,18064
2005,"Ischaemic heart diseases",1,65 to 69,19607
2005,"Ischaemic heart diseases",1,70 to 74,24890
2005,"Ischaemic heart diseases",1,75 to 79,32869
2005,"Ischaemic heart diseases",1,80 to 84,38482
2005,"Ischaemic heart diseases",1,85 to 89,32582
2005,"Ischaemic heart diseases",1,90 to 94,18648
2005,"Ischaemic heart diseases",1,95+,6134
2005,"Ischaemic heart diseases",1,Unspecified,18
2005,"Ischaemic heart diseases",2,0 to 4,59
2005,"Ischaemic heart diseases",2,5 to 9,3
2005,"Ischaemic heart diseases",2,10 to 14,1
2005,"Ischaemic heart diseases",2,15 to 19,4
2005,"Ischaemic heart diseases",2,20 to 24,21
2005,"Ischaemic heart diseases",2,25 to 29,54
2005,"Ischaemic heart diseases",2,30 to 34,185
2005,"Ischaemic heart diseases",2,35 to 39,478
2005,"Ischaemic heart diseases",2,40 to 44,1188
2005,"Ischaemic heart diseases",2,45 to 49,2297
2005,"Ischaemic heart diseases",2,50 to 54,3776
2005,"Ischaemic heart diseases",2,55 to 59,5491
2005,"Ischaemic heart diseases",2,60 to 64,7756
2005,"Ischaemic heart diseases",2,65 to 69,10326
2005,"Ischaemic heart diseases",2,70 to 74,15296
2005,"Ischaemic heart diseases",2,75 to 79,24839
2005,"Ischaemic heart diseases",2,80 to 84,38242
2005,"Ischaemic heart diseases",2,85 to 89,43907
2005,"Ischaemic heart diseases",2,90 to 94,37926
2005,"Ischaemic heart diseases",2,95+,21738
2005,"Ischaemic heart diseases",2,Unspecified,10
2007,"Ischaemic heart diseases",1,0 to 4,43
2007,"Ischaemic heart diseases",1,5 to 9,6
2007,"Ischaemic heart diseases",1,10 to 14,6
2007,"Ischaemic heart diseases",1,15 to 19,26
2007,"Ischaemic heart diseases",1,20 to 24,77
2007,"Ischaemic heart diseases",1,25 to 29,244
2007,"Ischaemic heart diseases",1,30 to 34,562
2007,"Ischaemic heart diseases",1,35 to 39,1337
2007,"Ischaemic heart diseases",1,40 to 44,3392
2007,"Ischaemic heart diseases",1,45 to 49,7049
2007,"Ischaemic heart diseases",1,50 to 54,11472
2007,"Ischaemic heart diseases",1,55 to 59,15445
2007,"Ischaemic heart diseases",1,60 to 64,18029
2007,"Ischaemic heart diseases",1,65 to 69,18881
2007,"Ischaemic heart diseases",1,70 to 74,21897
2007,"Ischaemic heart diseases",1,75 to 79,28401
2007,"Ischaemic heart diseases",1,80 to 84,34293
2007,"Ischaemic heart diseases",1,85 to 89,31157
2007,"Ischaemic heart diseases",1,90 to 94,17665
2007,"Ischaemic heart diseases",1,95+,6067
2007,"Ischaemic heart diseases",1,Unspecified,15
2007,"Ischaemic heart diseases",2,0 to 4,45
2007,"Ischaemic heart diseases",2,5 to 9,6
2007,"Ischaemic heart diseases",2,10 to 14,3
2007,"Ischaemic heart diseases",2,15 to 19,12
2007,"Ischaemic heart diseases",2,20 to 24,30
2007,"Ischaemic heart diseases",2,25 to 29,83
2007,"Ischaemic heart diseases",2,30 to 34,156
2007,"Ischaemic heart diseases",2,35 to 39,443
2007,"Ischaemic heart diseases",2,40 to 44,1040
2007,"Ischaemic heart diseases",2,45 to 49,2230
2007,"Ischaemic heart diseases",2,50 to 54,3631
2007,"Ischaemic heart diseases",2,55 to 59,5285
2007,"Ischaemic heart diseases",2,60 to 64,7400
2007,"Ischaemic heart diseases",2,65 to 69,9213
2007,"Ischaemic heart diseases",2,70 to 74,13037
2007,"Ischaemic heart diseases",2,75 to 79,21054
2007,"Ischaemic heart diseases",2,80 to 84,32403
2007,"Ischaemic heart diseases",2,85 to 89,40221
2007,"Ischaemic heart diseases",2,90 to 94,33710
2007,"Ischaemic heart diseases",2,95+,20306
2007,"Ischaemic heart diseases",2,Unspecified,6
1999,"Other heart diseases",1,0 to 4,615
1999,"Other heart diseases",1,5 to 9,53
1999,"Other heart diseases",1,10 to 14,78
1999,"Other heart diseases",1,15 to 19,235
1999,"Other heart diseases",1,20 to 24,271
1999,"Other heart diseases",1,25 to 29,391
1999,"Other heart diseases",1,30 to 34,659
1999,"Other heart diseases",1,35 to 39,1170
1999,"Other heart diseases",1,40 to 44,1711
1999,"Other heart diseases",1,45 to 49,2222
1999,"Other heart diseases",1,50 to 54,2753
1999,"Other heart diseases",1,55 to 59,3418
1999,"Other heart diseases",1,60 to 64,4279
1999,"Other heart diseases",1,65 to 69,5868
1999,"Other heart diseases",1,70 to 74,8445
1999,"Other heart diseases",1,75 to 79,10564
1999,"Other heart diseases",1,80 to 84,11560
1999,"Other heart diseases",1,85 to 89,10290
1999,"Other heart diseases",1,90 to 94,5879
1999,"Other heart diseases",1,95+,2311
1999,"Other heart diseases",1,Unspecified,5
1999,"Other heart diseases",2,0 to 4,543
1999,"Other heart diseases",2,5 to 9,43
1999,"Other heart diseases",2,10 to 14,60
1999,"Other heart diseases",2,15 to 19,140
1999,"Other heart diseases",2,20 to 24,194
1999,"Other heart diseases",2,25 to 29,276
1999,"Other heart diseases",2,30 to 34,425
1999,"Other heart diseases",2,35 to 39,697
1999,"Other heart diseases",2,40 to 44,1040
1999,"Other heart diseases",2,45 to 49,1277
1999,"Other heart diseases",2,50 to 54,1627
1999,"Other heart diseases",2,55 to 59,2044
1999,"Other heart diseases",2,60 to 64,2834
1999,"Other heart diseases",2,65 to 69,4159
1999,"Other heart diseases",2,70 to 74,7087
1999,"Other heart diseases",2,75 to 79,11122
1999,"Other heart diseases",2,80 to 84,15454
1999,"Other heart diseases",2,85 to 89,19133
1999,"Other heart diseases",2,90 to 94,16015
1999,"Other heart diseases",2,95+,9215
1999,"Other heart diseases",2,Unspecified,2
2000,"Other heart diseases",1,0 to 4,491
2000,"Other heart diseases",1,5 to 9,55
2000,"Other heart diseases",1,10 to 14,90
2000,"Other heart diseases",1,15 to 19,207
2000,"Other heart diseases",1,20 to 24,292
2000,"Other heart diseases",1,25 to 29,395
2000,"Other heart diseases",1,30 to 34,639
2000,"Other heart diseases",1,35 to 39,1032
2000,"Other heart diseases",1,40 to 44,1710
2000,"Other heart diseases",1,45 to 49,2275
2000,"Other heart diseases",1,50 to 54,2872
2000,"Other heart diseases",1,55 to 59,3380
2000,"Other heart diseases",1,60 to 64,4146
2000,"Other heart diseases",1,65 to 69,5584
2000,"Other heart diseases",1,70 to 74,8035
2000,"Other heart diseases",1,75 to 79,10501
2000,"Other heart diseases",1,80 to 84,11501
2000,"Other heart diseases",1,85 to 89,10485
2000,"Other heart diseases",1,90 to 94,6177
2000,"Other heart diseases",1,95+,2342
2000,"Other heart diseases",1,Unspecified,5
2000,"Other heart diseases",2,0 to 4,485
2000,"Other heart diseases",2,5 to 9,37
2000,"Other heart diseases",2,10 to 14,56
2000,"Other heart diseases",2,15 to 19,130
2000,"Other heart diseases",2,20 to 24,194
2000,"Other heart diseases",2,25 to 29,273
2000,"Other heart diseases",2,30 to 34,414
2000,"Other heart diseases",2,35 to 39,667
2000,"Other heart diseases",2,40 to 44,1035
2000,"Other heart diseases",2,45 to 49,1254
2000,"Other heart diseases",2,50 to 54,1676
2000,"Other heart diseases",2,55 to 59,2030
2000,"Other heart diseases",2,60 to 64,2795
2000,"Other heart diseases",2,65 to 69,4287
2000,"Other heart diseases",2,70 to 74,6764
2000,"Other heart diseases",2,75 to 79,11016
2000,"Other heart diseases",2,80 to 84,15339
2000,"Other heart diseases",2,85 to 89,19029
2000,"Other heart diseases",2,90 to 94,16498
2000,"Other heart diseases",2,95+,9453
2000,"Other heart diseases",2,Unspecified,3
2001,"Other heart diseases",1,0 to 4,536
2001,"Other heart diseases",1,5 to 9,39
2001,"Other heart diseases",1,10 to 14,76
2001,"Other heart diseases",1,15 to 19,186
2001,"Other heart diseases",1,20 to 24,301
2001,"Other heart diseases",1,25 to 29,405
2001,"Other heart diseases",1,30 to 34,619
2001,"Other heart diseases",1,35 to 39,1094
2001,"Other heart diseases",1,40 to 44,1669
2001,"Other heart diseases",1,45 to 49,2357
2001,"Other heart diseases",1,50 to 54,2937
2001,"Other heart diseases",1,55 to 59,3392
2001,"Other heart diseases",1,60 to 64,4106
2001,"Other heart diseases",1,65 to 69,5355
2001,"Other heart diseases",1,70 to 74,7807
2001,"Other heart diseases",1,75 to 79,10538
2001,"Other heart diseases",1,80 to 84,12001
2001,"Other heart diseases",1,85 to 89,10595
2001,"Other heart diseases",1,90 to 94,6185
2001,"Other heart diseases",1,95+,2359
2001,"Other heart diseases",1,Unspecified,5
2001,"Other heart diseases",2,0 to 4,500
2001,"Other heart diseases",2,5 to 9,49
2001,"Other heart diseases",2,10 to 14,63
2001,"Other heart diseases",2,15 to 19,109
2001,"Other heart diseases",2,20 to 24,182
2001,"Other heart diseases",2,25 to 29,270
2001,"Other heart diseases",2,30 to 34,418
2001,"Other heart diseases",2,35 to 39,666
2001,"Other heart diseases",2,40 to 44,1021
2001,"Other heart diseases",2,45 to 49,1339
2001,"Other heart diseases",2,50 to 54,1821
2001,"Other heart diseases",2,55 to 59,2241
2001,"Other heart diseases",2,60 to 64,2785
2001,"Other heart diseases",2,65 to 69,4239
2001,"Other heart diseases",2,70 to 74,6649
2001,"Other heart diseases",2,75 to 79,10786
2001,"Other heart diseases",2,80 to 84,15644
2001,"Other heart diseases",2,85 to 89,19746
2001,"Other heart diseases",2,90 to 94,16590
2001,"Other heart diseases",2,95+,9498
2001,"Other heart diseases",2,Unspecified,2
2002,"Other heart diseases",1,0 to 4,465
2002,"Other heart diseases",1,5 to 9,36
2002,"Other heart diseases",1,10 to 14,85
2002,"Other heart diseases",1,15 to 19,239
2002,"Other heart diseases",1,20 to 24,304
2002,"Other heart diseases",1,25 to 29,442
2002,"Other heart diseases",1,30 to 34,681
2002,"Other heart diseases",1,35 to 39,1049
2002,"Other heart diseases",1,40 to 44,1801
2002,"Other heart diseases",1,45 to 49,2465
2002,"Other heart diseases",1,50 to 54,3077
2002,"Other heart diseases",1,55 to 59,3586
2002,"Other heart diseases",1,60 to 64,4183
2002,"Other heart diseases",1,65 to 69,5275
2002,"Other heart diseases",1,70 to 74,7712
2002,"Other heart diseases",1,75 to 79,10462
2002,"Other heart diseases",1,80 to 84,12308
2002,"Other heart diseases",1,85 to 89,11165
2002,"Other heart diseases",1,90 to 94,6558
2002,"Other heart diseases",1,95+,2406
2002,"Other heart diseases",1,Unspecified,3
2002,"Other heart diseases",2,0 to 4,462
2002,"Other heart diseases",2,5 to 9,43
2002,"Other heart diseases",2,10 to 14,54
2002,"Other heart diseases",2,15 to 19,106
2002,"Other heart diseases",2,20 to 24,162
2002,"Other heart diseases",2,25 to 29,270
2002,"Other heart diseases",2,30 to 34,390
2002,"Other heart diseases",2,35 to 39,705
2002,"Other heart diseases",2,40 to 44,1034
2002,"Other heart diseases",2,45 to 49,1377
2002,"Other heart diseases",2,50 to 54,1776
2002,"Other heart diseases",2,55 to 59,2322
2002,"Other heart diseases",2,60 to 64,2847
2002,"Other heart diseases",2,65 to 69,4096
2002,"Other heart diseases",2,70 to 74,6586
2002,"Other heart diseases",2,75 to 79,10810
2002,"Other heart diseases",2,80 to 84,16192
2002,"Other heart diseases",2,85 to 89,19623
2002,"Other heart diseases",2,90 to 94,16958
2002,"Other heart diseases",2,95+,9580
2002,"Other heart diseases",2,Unspecified,3
2003,"Other heart diseases",1,0 to 4,475
2003,"Other heart diseases",1,5 to 9,48
2003,"Other heart diseases",1,10 to 14,86
2003,"Other heart diseases",1,15 to 19,205
2003,"Other heart diseases",1,20 to 24,337
2003,"Other heart diseases",1,25 to 29,395
2003,"Other heart diseases",1,30 to 34,675
2003,"Other heart diseases",1,35 to 39,1012
2003,"Other heart diseases",1,40 to 44,1783
2003,"Other heart diseases",1,45 to 49,2429
2003,"Other heart diseases",1,50 to 54,3015
2003,"Other heart diseases",1,55 to 59,3826
2003,"Other heart diseases",1,60 to 64,4314
2003,"Other heart diseases",1,65 to 69,5397
2003,"Other heart diseases",1,70 to 74,7470
2003,"Other heart diseases",1,75 to 79,10347
2003,"Other heart diseases",1,80 to 84,12324
2003,"Other heart diseases",1,85 to 89,11327
2003,"Other heart diseases",1,90 to 94,6827
2003,"Other heart diseases",1,95+,2526
2003,"Other heart diseases",1,Unspecified,5
2003,"Other heart diseases",2,0 to 4,416
2003,"Other heart diseases",2,5 to 9,40
2003,"Other heart diseases",2,10 to 14,49
2003,"Other heart diseases",2,15 to 19,120
2003,"Other heart diseases",2,20 to 24,208
2003,"Other heart diseases",2,25 to 29,285
2003,"Other heart diseases",2,30 to 34,434
2003,"Other heart diseases",2,35 to 39,654
2003,"Other heart diseases",2,40 to 44,1096
2003,"Other heart diseases",2,45 to 49,1452
2003,"Other heart diseases",2,50 to 54,1802
2003,"Other heart diseases",2,55 to 59,2342
2003,"Other heart diseases",2,60 to 64,2908
2003,"Other heart diseases",2,65 to 69,4073
2003,"Other heart diseases",2,70 to 74,6287
2003,"Other heart diseases",2,75 to 79,10445
2003,"Other heart diseases",2,80 to 84,16124
2003,"Other heart diseases",2,85 to 89,19688
2003,"Other heart diseases",2,90 to 94,17118
2003,"Other heart diseases",2,95+,9781
2003,"Other heart diseases",2,Unspecified,1
2004,"Other heart diseases",1,0 to 4,432
2004,"Other heart diseases",1,5 to 9,28
2004,"Other heart diseases",1,10 to 14,78
2004,"Other heart diseases",1,15 to 19,196
2004,"Other heart diseases",1,20 to 24,348
2004,"Other heart diseases",1,25 to 29,446
2004,"Other heart diseases",1,30 to 34,622
2004,"Other heart diseases",1,35 to 39,992
2004,"Other heart diseases",1,40 to 44,1642
2004,"Other heart diseases",1,45 to 49,2524
2004,"Other heart diseases",1,50 to 54,3128
2004,"Other heart diseases",1,55 to 59,3706
2004,"Other heart diseases",1,60 to 64,4355
2004,"Other heart diseases",1,65 to 69,5155
2004,"Other heart diseases",1,70 to 74,6875
2004,"Other heart diseases",1,75 to 79,9796
