year,cause,gender,age,people
2000,"Remainder of malignant neoplasms",1,85 to 89,39
2000,"Remainder of malignant neoplasms",1,90 to 94,12
2000,"Remainder of malignant neoplasms",1,95+,1
2000,"Remainder of malignant neoplasms",2,0 to 4,4
2000,"Remainder of malignant neoplasms",2,30 to 34,1
2000,"Remainder of malignant neoplasms",2,35 to 39,4
2000,"Remainder of malignant neoplasms",2,40 to 44,15
2000,"Remainder of malignant neoplasms",2,45 to 49,22
2000,"Remainder of malignant neoplasms",2,50 to 54,26
2000,"Remainder of malignant neoplasms",2,55 to 59,37
2000,"Remainder of malignant neoplasms",2,60 to 64,45
2000,"Remainder of malignant neoplasms",2,65 to 69,55
2000,"Remainder of malignant neoplasms",2,70 to 74,68
2000,"Remainder of malignant neoplasms",2,75 to 79,84
2000,"Remainder of malignant neoplasms",2,80 to 84,73
2000,"Remainder of malignant neoplasms",2,85 to 89,42
2000,"Remainder of malignant neoplasms",2,90 to 94,20
2000,"Remainder of malignant neoplasms",2,95+,13
2001,"Remainder of malignant neoplasms",1,0 to 4,6
2001,"Remainder of malignant neoplasms",1,30 to 34,4
2001,"Remainder of malignant neoplasms",1,35 to 39,16
2001,"Remainder of malignant neoplasms",1,40 to 44,13
2001,"Remainder of malignant neoplasms",1,45 to 49,28
2001,"Remainder of malignant neoplasms",1,50 to 54,42
2001,"Remainder of malignant neoplasms",1,55 to 59,38
2001,"Remainder of malignant neoplasms",1,60 to 64,67
2001,"Remainder of malignant neoplasms",1,65 to 69,58
2001,"Remainder of malignant neoplasms",1,70 to 74,96
2001,"Remainder of malignant neoplasms",1,75 to 79,83
2001,"Remainder of malignant neoplasms",1,80 to 84,64
2001,"Remainder of malignant neoplasms",1,85 to 89,38
2001,"Remainder of malignant neoplasms",1,90 to 94,13
2001,"Remainder of malignant neoplasms",1,95+,2
2001,"Remainder of malignant neoplasms",2,0 to 4,4
2001,"Remainder of malignant neoplasms",2,35 to 39,8
2001,"Remainder of malignant neoplasms",2,40 to 44,12
2001,"Remainder of malignant neoplasms",2,45 to 49,22
2001,"Remainder of malignant neoplasms",2,50 to 54,23
2001,"Remainder of malignant neoplasms",2,55 to 59,34
2001,"Remainder of malignant neoplasms",2,60 to 64,49
2001,"Remainder of malignant neoplasms",2,65 to 69,40
2001,"Remainder of malignant neoplasms",2,70 to 74,69
2001,"Remainder of malignant neoplasms",2,75 to 79,94
2001,"Remainder of malignant neoplasms",2,80 to 84,68
2001,"Remainder of malignant neoplasms",2,85 to 89,56
2001,"Remainder of malignant neoplasms",2,90 to 94,30
2001,"Remainder of malignant neoplasms",2,95+,2
2002,"Remainder of malignant neoplasms",1,0 to 4,4
2002,"Remainder of malignant neoplasms",1,30 to 34,1
2002,"Remainder of malignant neoplasms",1,35 to 39,6
2002,"Remainder of malignant neoplasms",1,40 to 44,19
2002,"Remainder of malignant neoplasms",1,45 to 49,28
2002,"Remainder of malignant neoplasms",1,50 to 54,38
2002,"Remainder of malignant neoplasms",1,55 to 59,47
2002,"Remainder of malignant neoplasms",1,60 to 64,57
2002,"Remainder of malignant neoplasms",1,65 to 69,61
2002,"Remainder of malignant neoplasms",1,70 to 74,75
2002,"Remainder of malignant neoplasms",1,75 to 79,82
2002,"Remainder of malignant neoplasms",1,80 to 84,58
2002,"Remainder of malignant neoplasms",1,85 to 89,36
2002,"Remainder of malignant neoplasms",1,90 to 94,14
2002,"Remainder of malignant neoplasms",1,95+,2
2002,"Remainder of malignant neoplasms",2,0 to 4,5
2002,"Remainder of malignant neoplasms",2,35 to 39,6
2002,"Remainder of malignant neoplasms",2,40 to 44,10
2002,"Remainder of malignant neoplasms",2,45 to 49,15
2002,"Remainder of malignant neoplasms",2,50 to 54,29
2002,"Remainder of malignant neoplasms",2,55 to 59,40
2002,"Remainder of malignant neoplasms",2,60 to 64,29
2002,"Remainder of malignant neoplasms",2,65 to 69,58
2002,"Remainder of malignant neoplasms",2,70 to 74,63
2002,"Remainder of malignant neoplasms",2,75 to 79,72
2002,"Remainder of malignant neoplasms",2,80 to 84,81
2002,"Remainder of malignant neoplasms",2,85 to 89,45
2002,"Remainder of malignant neoplasms",2,90 to 94,27
2002,"Remainder of malignant neoplasms",2,95+,4
2003,"Remainder of malignant neoplasms",1,0 to 4,4
2003,"Remainder of malignant neoplasms",1,30 to 34,2
2003,"Remainder of malignant neoplasms",1,35 to 39,3
2003,"Remainder of malignant neoplasms",1,40 to 44,13
2003,"Remainder of malignant neoplasms",1,45 to 49,27
2003,"Remainder of malignant neoplasms",1,50 to 54,28
2003,"Remainder of malignant neoplasms",1,55 to 59,66
2003,"Remainder of malignant neoplasms",1,60 to 64,60
2003,"Remainder of malignant neoplasms",1,65 to 69,66
2003,"Remainder of malignant neoplasms",1,70 to 74,75
2003,"Remainder of malignant neoplasms",1,75 to 79,69
2003,"Remainder of malignant neoplasms",1,80 to 84,71
2003,"Remainder of malignant neoplasms",1,85 to 89,39
2003,"Remainder of malignant neoplasms",1,90 to 94,10
2003,"Remainder of malignant neoplasms",1,95+,2
2003,"Remainder of malignant neoplasms",2,0 to 4,4
2003,"Remainder of malignant neoplasms",2,30 to 34,2
2003,"Remainder of malignant neoplasms",2,35 to 39,6
2003,"Remainder of malignant neoplasms",2,40 to 44,9
2003,"Remainder of malignant neoplasms",2,45 to 49,19
2003,"Remainder of malignant neoplasms",2,50 to 54,35
2003,"Remainder of malignant neoplasms",2,55 to 59,36
2003,"Remainder of malignant neoplasms",2,60 to 64,47
2003,"Remainder of malignant neoplasms",2,65 to 69,39
2003,"Remainder of malignant neoplasms",2,70 to 74,64
2003,"Remainder of malignant neoplasms",2,75 to 79,86
2003,"Remainder of malignant neoplasms",2,80 to 84,93
2003,"Remainder of malignant neoplasms",2,85 to 89,56
2003,"Remainder of malignant neoplasms",2,90 to 94,32
2003,"Remainder of malignant neoplasms",2,95+,1
2004,"Remainder of malignant neoplasms",1,0 to 4,4
2004,"Remainder of malignant neoplasms",1,30 to 34,1
2004,"Remainder of malignant neoplasms",1,35 to 39,3
2004,"Remainder of malignant neoplasms",1,40 to 44,12
2004,"Remainder of malignant neoplasms",1,45 to 49,22
2004,"Remainder of malignant neoplasms",1,50 to 54,36
2004,"Remainder of malignant neoplasms",1,55 to 59,57
2004,"Remainder of malignant neoplasms",1,60 to 64,67
2004,"Remainder of malignant neoplasms",1,65 to 69,82
2004,"Remainder of malignant neoplasms",1,70 to 74,78
2004,"Remainder of malignant neoplasms",1,75 to 79,75
2004,"Remainder of malignant neoplasms",1,80 to 84,82
2004,"Remainder of malignant neoplasms",1,85 to 89,43
2004,"Remainder of malignant neoplasms",1,90 to 94,18
2004,"Remainder of malignant neoplasms",1,95+,4
2004,"Remainder of malignant neoplasms",2,0 to 4,4
2004,"Remainder of malignant neoplasms",2,30 to 34,2
2004,"Remainder of malignant neoplasms",2,35 to 39,6
2004,"Remainder of malignant neoplasms",2,40 to 44,15
2004,"Remainder of malignant neoplasms",2,45 to 49,24
2004,"Remainder of malignant neoplasms",2,50 to 54,40
2004,"Remainder of malignant neoplasms",2,55 to 59,32
2004,"Remainder of malignant neoplasms",2,60 to 64,51
2004,"Remainder of malignant neoplasms",2,65 to 69,59
2004,"Remainder of malignant neoplasms",2,70 to 74,56
2004,"Remainder of malignant neoplasms",2,75 to 79,80
2004,"Remainder of malignant neoplasms",2,80 to 84,70
2004,"Remainder of malignant neoplasms",2,85 to 89,61
2004,"Remainder of malignant neoplasms",2,90 to 94,17
2004,"Remainder of malignant neoplasms",2,95+,6
2005,"Remainder of malignant neoplasms",1,0 to 4,4
2005,"Remainder of malignant neoplasms",1,30 to 34,1
2005,"Remainder of malignant neoplasms",1,35 to 39,14
2005,"Remainder of malignant neoplasms",1,40 to 44,16
2005,"Remainder of malignant neoplasms",1,45 to 49,33
2005,"Remainder of malignant neoplasms",1,50 to 54,32
2005,"Remainder of malignant neoplasms",1,55 to 59,47
2005,"Remainder of malignant neoplasms",1,60 to 64,60
2005,"Remainder of malignant neoplasms",1,65 to 69,76
2005,"Remainder of malignant neoplasms",1,70 to 74,80
2005,"Remainder of malignant neoplasms",1,75 to 79,93
2005,"Remainder of malignant neoplasms",1,80 to 84,74
2005,"Remainder of malignant neoplasms",1,85 to 89,34
2005,"Remainder of malignant neoplasms",1,90 to 94,8
2005,"Remainder of malignant neoplasms",1,95+,2
2005,"Remainder of malignant neoplasms",2,0 to 4,4
2005,"Remainder of malignant neoplasms",2,35 to 39,5
2005,"Remainder of malignant neoplasms",2,40 to 44,15
2005,"Remainder of malignant neoplasms",2,45 to 49,15
2005,"Remainder of malignant neoplasms",2,50 to 54,26
2005,"Remainder of malignant neoplasms",2,55 to 59,46
2005,"Remainder of malignant neoplasms",2,60 to 64,49
2005,"Remainder of malignant neoplasms",2,65 to 69,60
2005,"Remainder of malignant neoplasms",2,70 to 74,46
2005,"Remainder of malignant neoplasms",2,75 to 79,71
2005,"Remainder of malignant neoplasms",2,80 to 84,90
2005,"Remainder of malignant neoplasms",2,85 to 89,61
2005,"Remainder of malignant neoplasms",2,90 to 94,38
2005,"Remainder of malignant neoplasms",2,95+,7
2007,"Remainder of malignant neoplasms",1,0 to 4,6
2007,"Remainder of malignant neoplasms",1,30 to 34,4
2007,"Remainder of malignant neoplasms",1,35 to 39,6
2007,"Remainder of malignant neoplasms",1,40 to 44,12
2007,"Remainder of malignant neoplasms",1,45 to 49,23
2007,"Remainder of malignant neoplasms",1,50 to 54,39
2007,"Remainder of malignant neoplasms",1,55 to 59,57
2007,"Remainder of malignant neoplasms",1,60 to 64,92
2007,"Remainder of malignant neoplasms",1,65 to 69,63
2007,"Remainder of malignant neoplasms",1,70 to 74,73
2007,"Remainder of malignant neoplasms",1,75 to 79,79
2007,"Remainder of malignant neoplasms",1,80 to 84,83
2007,"Remainder of malignant neoplasms",1,85 to 89,65
2007,"Remainder of malignant neoplasms",1,90 to 94,12
2007,"Remainder of malignant neoplasms",1,95+,3
2007,"Remainder of malignant neoplasms",2,0 to 4,4
2007,"Remainder of malignant neoplasms",2,25 to 29,2
2007,"Remainder of malignant neoplasms",2,30 to 34,1
2007,"Remainder of malignant neoplasms",2,35 to 39,3
2007,"Remainder of malignant neoplasms",2,40 to 44,2
2007,"Remainder of malignant neoplasms",2,45 to 49,21
2007,"Remainder of malignant neoplasms",2,50 to 54,21
2007,"Remainder of malignant neoplasms",2,55 to 59,35
2007,"Remainder of malignant neoplasms",2,60 to 64,46
2007,"Remainder of malignant neoplasms",2,65 to 69,46
2007,"Remainder of malignant neoplasms",2,70 to 74,42
2007,"Remainder of malignant neoplasms",2,75 to 79,76
2007,"Remainder of malignant neoplasms",2,80 to 84,57
2007,"Remainder of malignant neoplasms",2,85 to 89,66
2007,"Remainder of malignant neoplasms",2,90 to 94,31
2007,"Remainder of malignant neoplasms",2,95+,10
1999,"Remainder of malignant neoplasms",1,0 to 4,3
1999,"Remainder of malignant neoplasms",1,40 to 44,8
1999,"Remainder of malignant neoplasms",1,45 to 49,15
1999,"Remainder of malignant neoplasms",1,50 to 54,21
1999,"Remainder of malignant neoplasms",1,55 to 59,37
1999,"Remainder of malignant neoplasms",1,60 to 64,50
1999,"Remainder of malignant neoplasms",1,65 to 69,84
1999,"Remainder of malignant neoplasms",1,70 to 74,101
1999,"Remainder of malignant neoplasms",1,75 to 79,103
1999,"Remainder of malignant neoplasms",1,80 to 84,76
1999,"Remainder of malignant neoplasms",1,85 to 89,58
1999,"Remainder of malignant neoplasms",1,90 to 94,19
1999,"Remainder of malignant neoplasms",1,95+,3
1999,"Remainder of malignant neoplasms",2,0 to 4,3
1999,"Remainder of malignant neoplasms",2,30 to 34,2
1999,"Remainder of malignant neoplasms",2,35 to 39,6
1999,"Remainder of malignant neoplasms",2,40 to 44,20
1999,"Remainder of malignant neoplasms",2,45 to 49,27
1999,"Remainder of malignant neoplasms",2,50 to 54,64
1999,"Remainder of malignant neoplasms",2,55 to 59,104
1999,"Remainder of malignant neoplasms",2,60 to 64,118
1999,"Remainder of malignant neoplasms",2,65 to 69,161
1999,"Remainder of malignant neoplasms",2,70 to 74,206
1999,"Remainder of malignant neoplasms",2,75 to 79,263
1999,"Remainder of malignant neoplasms",2,80 to 84,244
1999,"Remainder of malignant neoplasms",2,85 to 89,177
1999,"Remainder of malignant neoplasms",2,90 to 94,60
1999,"Remainder of malignant neoplasms",2,95+,28
2000,"Remainder of malignant neoplasms",1,0 to 4,3
2000,"Remainder of malignant neoplasms",1,30 to 34,1
2000,"Remainder of malignant neoplasms",1,35 to 39,1
2000,"Remainder of malignant neoplasms",1,40 to 44,6
2000,"Remainder of malignant neoplasms",1,45 to 49,14
2000,"Remainder of malignant neoplasms",1,50 to 54,26
2000,"Remainder of malignant neoplasms",1,55 to 59,28
2000,"Remainder of malignant neoplasms",1,60 to 64,53
2000,"Remainder of malignant neoplasms",1,65 to 69,67
2000,"Remainder of malignant neoplasms",1,70 to 74,107
2000,"Remainder of malignant neoplasms",1,75 to 79,110
2000,"Remainder of malignant neoplasms",1,80 to 84,75
2000,"Remainder of malignant neoplasms",1,85 to 89,60
2000,"Remainder of malignant neoplasms",1,90 to 94,15
2000,"Remainder of malignant neoplasms",2,0 to 4,3
2000,"Remainder of malignant neoplasms",2,35 to 39,4
2000,"Remainder of malignant neoplasms",2,40 to 44,15
2000,"Remainder of malignant neoplasms",2,45 to 49,39
2000,"Remainder of malignant neoplasms",2,50 to 54,71
2000,"Remainder of malignant neoplasms",2,55 to 59,90
2000,"Remainder of malignant neoplasms",2,60 to 64,114
2000,"Remainder of malignant neoplasms",2,65 to 69,150
2000,"Remainder of malignant neoplasms",2,70 to 74,207
2000,"Remainder of malignant neoplasms",2,75 to 79,247
2000,"Remainder of malignant neoplasms",2,80 to 84,206
2000,"Remainder of malignant neoplasms",2,85 to 89,146
2000,"Remainder of malignant neoplasms",2,90 to 94,70
2000,"Remainder of malignant neoplasms",2,95+,25
2001,"Remainder of malignant neoplasms",1,0 to 4,3
2001,"Remainder of malignant neoplasms",1,40 to 44,7
2001,"Remainder of malignant neoplasms",1,45 to 49,13
2001,"Remainder of malignant neoplasms",1,50 to 54,20
2001,"Remainder of malignant neoplasms",1,55 to 59,40
2001,"Remainder of malignant neoplasms",1,60 to 64,46
2001,"Remainder of malignant neoplasms",1,65 to 69,58
2001,"Remainder of malignant neoplasms",1,70 to 74,95
2001,"Remainder of malignant neoplasms",1,75 to 79,125
2001,"Remainder of malignant neoplasms",1,80 to 84,96
2001,"Remainder of malignant neoplasms",1,85 to 89,49
2001,"Remainder of malignant neoplasms",1,90 to 94,10
2001,"Remainder of malignant neoplasms",1,95+,5
2001,"Remainder of malignant neoplasms",2,0 to 4,3
2001,"Remainder of malignant neoplasms",2,35 to 39,7
2001,"Remainder of malignant neoplasms",2,40 to 44,31
2001,"Remainder of malignant neoplasms",2,45 to 49,44
2001,"Remainder of malignant neoplasms",2,50 to 54,64
2001,"Remainder of malignant neoplasms",2,55 to 59,68
2001,"Remainder of malignant neoplasms",2,60 to 64,118
2001,"Remainder of malignant neoplasms",2,65 to 69,155
2001,"Remainder of malignant neoplasms",2,70 to 74,204
2001,"Remainder of malignant neoplasms",2,75 to 79,240
2001,"Remainder of malignant neoplasms",2,80 to 84,220
2001,"Remainder of malignant neoplasms",2,85 to 89,154
2001,"Remainder of malignant neoplasms",2,90 to 94,74
2001,"Remainder of malignant neoplasms",2,95+,23
2002,"Remainder of malignant neoplasms",1,0 to 4,3
2002,"Remainder of malignant neoplasms",1,35 to 39,1
2002,"Remainder of malignant neoplasms",1,40 to 44,11
2002,"Remainder of malignant neoplasms",1,45 to 49,12
2002,"Remainder of malignant neoplasms",1,50 to 54,26
2002,"Remainder of malignant neoplasms",1,55 to 59,42
2002,"Remainder of malignant neoplasms",1,60 to 64,56
2002,"Remainder of malignant neoplasms",1,65 to 69,64
2002,"Remainder of malignant neoplasms",1,70 to 74,93
2002,"Remainder of malignant neoplasms",1,75 to 79,110
2002,"Remainder of malignant neoplasms",1,80 to 84,65
2002,"Remainder of malignant neoplasms",1,85 to 89,53
2002,"Remainder of malignant neoplasms",1,90 to 94,25
2002,"Remainder of malignant neoplasms",1,95+,3
2002,"Remainder of malignant neoplasms",2,0 to 4,3
2002,"Remainder of malignant neoplasms",2,30 to 34,1
2002,"Remainder of malignant neoplasms",2,35 to 39,8
2002,"Remainder of malignant neoplasms",2,40 to 44,21
2002,"Remainder of malignant neoplasms",2,45 to 49,51
2002,"Remainder of malignant neoplasms",2,50 to 54,67
2002,"Remainder of malignant neoplasms",2,55 to 59,90
2002,"Remainder of malignant neoplasms",2,60 to 64,98
2002,"Remainder of malignant neoplasms",2,65 to 69,153
2002,"Remainder of malignant neoplasms",2,70 to 74,197
2002,"Remainder of malignant neoplasms",2,75 to 79,227
2002,"Remainder of malignant neoplasms",2,80 to 84,189
2002,"Remainder of malignant neoplasms",2,85 to 89,164
2002,"Remainder of malignant neoplasms",2,90 to 94,59
2002,"Remainder of malignant neoplasms",2,95+,18
2003,"Remainder of malignant neoplasms",1,0 to 4,3
2003,"Remainder of malignant neoplasms",1,35 to 39,2
2003,"Remainder of malignant neoplasms",1,40 to 44,5
2003,"Remainder of malignant neoplasms",1,45 to 49,15
2003,"Remainder of malignant neoplasms",1,50 to 54,30
2003,"Remainder of malignant neoplasms",1,55 to 59,41
2003,"Remainder of malignant neoplasms",1,60 to 64,57
2003,"Remainder of malignant neoplasms",1,65 to 69,82
2003,"Remainder of malignant neoplasms",1,70 to 74,84
2003,"Remainder of malignant neoplasms",1,75 to 79,115
2003,"Remainder of malignant neoplasms",1,80 to 84,84
2003,"Remainder of malignant neoplasms",1,85 to 89,60
2003,"Remainder of malignant neoplasms",1,90 to 94,18
2003,"Remainder of malignant neoplasms",1,95+,3
2003,"Remainder of malignant neoplasms",2,0 to 4,3
2003,"Remainder of malignant neoplasms",2,30 to 34,1
2003,"Remainder of malignant neoplasms",2,35 to 39,3
2003,"Remainder of malignant neoplasms",2,40 to 44,11
2003,"Remainder of malignant neoplasms",2,45 to 49,38
2003,"Remainder of malignant neoplasms",2,50 to 54,67
2003,"Remainder of malignant neoplasms",2,55 to 59,73
2003,"Remainder of malignant neoplasms",2,60 to 64,120
2003,"Remainder of malignant neoplasms",2,65 to 69,121
2003,"Remainder of malignant neoplasms",2,70 to 74,172
2003,"Remainder of malignant neoplasms",2,75 to 79,235
2003,"Remainder of malignant neoplasms",2,80 to 84,229
2003,"Remainder of malignant neoplasms",2,85 to 89,166
2003,"Remainder of malignant neoplasms",2,90 to 94,62
2003,"Remainder of malignant neoplasms",2,95+,19
2004,"Remainder of malignant neoplasms",1,0 to 4,3
2004,"Remainder of malignant neoplasms",1,30 to 34,3
2004,"Remainder of malignant neoplasms",1,40 to 44,7
2004,"Remainder of malignant neoplasms",1,45 to 49,11
2004,"Remainder of malignant neoplasms",1,50 to 54,22
2004,"Remainder of malignant neoplasms",1,55 to 59,46
2004,"Remainder of malignant neoplasms",1,60 to 64,49
2004,"Remainder of malignant neoplasms",1,65 to 69,73
2004,"Remainder of malignant neoplasms",1,70 to 74,101
2004,"Remainder of malignant neoplasms",1,75 to 79,117
2004,"Remainder of malignant neoplasms",1,80 to 84,88
2004,"Remainder of malignant neoplasms",1,85 to 89,55
2004,"Remainder of malignant neoplasms",1,90 to 94,19
2004,"Remainder of malignant neoplasms",1,95+,1
2004,"Remainder of malignant neoplasms",2,0 to 4,3
2004,"Remainder of malignant neoplasms",2,30 to 34,5
2004,"Remainder of malignant neoplasms",2,35 to 39,5
2004,"Remainder of malignant neoplasms",2,40 to 44,17
2004,"Remainder of malignant neoplasms",2,45 to 49,22
2004,"Remainder of malignant neoplasms",2,50 to 54,52
2004,"Remainder of malignant neoplasms",2,55 to 59,89
2004,"Remainder of malignant neoplasms",2,60 to 64,130
2004,"Remainder of malignant neoplasms",2,65 to 69,135
2004,"Remainder of malignant neoplasms",2,70 to 74,198
2004,"Remainder of malignant neoplasms",2,75 to 79,238
2004,"Remainder of malignant neoplasms",2,80 to 84,223
2004,"Remainder of malignant neoplasms",2,85 to 89,133
2004,"Remainder of malignant neoplasms",2,90 to 94,68
2004,"Remainder of malignant neoplasms",2,95+,25
2005,"Remainder of malignant neoplasms",1,0 to 4,3
2005,"Remainder of malignant neoplasms",1,40 to 44,12
2005,"Remainder of malignant neoplasms",1,45 to 49,17
2005,"Remainder of malignant neoplasms",1,50 to 54,26
2005,"Remainder of malignant neoplasms",1,55 to 59,50
2005,"Remainder of malignant neoplasms",1,60 to 64,65
2005,"Remainder of malignant neoplasms",1,65 to 69,63
2005,"Remainder of malignant neoplasms",1,70 to 74,94
2005,"Remainder of malignant neoplasms",1,75 to 79,95
2005,"Remainder of malignant neoplasms",1,80 to 84,82
2005,"Remainder of malignant neoplasms",1,85 to 89,50
2005,"Remainder of malignant neoplasms",1,90 to 94,22
2005,"Remainder of malignant neoplasms",1,95+,5
2005,"Remainder of malignant neoplasms",2,0 to 4,3
2005,"Remainder of malignant neoplasms",2,35 to 39,2
2005,"Remainder of malignant neoplasms",2,40 to 44,18
2005,"Remainder of malignant neoplasms",2,45 to 49,50
2005,"Remainder of malignant neoplasms",2,50 to 54,64
2005,"Remainder of malignant neoplasms",2,55 to 59,91
2005,"Remainder of malignant neoplasms",2,60 to 64,120
2005,"Remainder of malignant neoplasms",2,65 to 69,140
2005,"Remainder of malignant neoplasms",2,70 to 74,197
2005,"Remainder of malignant neoplasms",2,75 to 79,225
2005,"Remainder of malignant neoplasms",2,80 to 84,229
2005,"Remainder of malignant neoplasms",2,85 to 89,178
2005,"Remainder of malignant neoplasms",2,90 to 94,66
2005,"Remainder of malignant neoplasms",2,95+,22
2007,"Remainder of malignant neoplasms",1,0 to 4,3
2007,"Remainder of malignant neoplasms",1,35 to 39,3
2007,"Remainder of malignant neoplasms",1,40 to 44,9
2007,"Remainder of malignant neoplasms",1,45 to 49,13
2007,"Remainder of malignant neoplasms",1,50 to 54,30
2007,"Remainder of malignant neoplasms",1,55 to 59,41
2007,"Remainder of malignant neoplasms",1,60 to 64,40
2007,"Remainder of malignant neoplasms",1,65 to 69,65
2007,"Remainder of malignant neoplasms",1,70 to 74,84
2007,"Remainder of malignant neoplasms",1,75 to 79,105
2007,"Remainder of malignant neoplasms",1,80 to 84,105
2007,"Remainder of malignant neoplasms",1,85 to 89,65
2007,"Remainder of malignant neoplasms",1,90 to 94,25
2007,"Remainder of malignant neoplasms",1,95+,3
2007,"Remainder of malignant neoplasms",2,0 to 4,3
2007,"Remainder of malignant neoplasms",2,35 to 39,6
2007,"Remainder of malignant neoplasms",2,40 to 44,13
2007,"Remainder of malignant neoplasms",2,45 to 49,41
2007,"Remainder of malignant neoplasms",2,50 to 54,45
2007,"Remainder of malignant neoplasms",2,55 to 59,105
2007,"Remainder of malignant neoplasms",2,60 to 64,130
2007,"Remainder of malignant neoplasms",2,65 to 69,147
2007,"Remainder of malignant neoplasms",2,70 to 74,171
2007,"Remainder of malignant neoplasms",2,75 to 79,188
2007,"Remainder of malignant neoplasms",2,80 to 84,200
2007,"Remainder of malignant neoplasms",2,85 to 89,186
2007,"Remainder of malignant neoplasms",2,90 to 94,73
2007,"Remainder of malignant neoplasms",2,95+,16
1999,"Remainder of malignant neoplasms",1,0 to 4,12
1999,"Remainder of malignant neoplasms",1,25 to 29,1
1999,"Remainder of malignant neoplasms",1,35 to 39,2
1999,"Remainder of malignant neoplasms",1,40 to 44,9
1999,"Remainder of malignant neoplasms",1,45 to 49,16
1999,"Remainder of malignant neoplasms",1,50 to 54,31
1999,"Remainder of malignant neoplasms",1,55 to 59,38
1999,"Remainder of malignant neoplasms",1,60 to 64,58
1999,"Remainder of malignant neoplasms",1,65 to 69,81
1999,"Remainder of malignant neoplasms",1,70 to 74,110
1999,"Remainder of malignant neoplasms",1,75 to 79,147
1999,"Remainder of malignant neoplasms",1,80 to 84,122
1999,"Remainder of malignant neoplasms",1,85 to 89,69
1999,"Remainder of malignant neoplasms",1,90 to 94,24
1999,"Remainder of malignant neoplasms",1,95+,8
1999,"Remainder of malignant neoplasms",2,0 to 4,9
1999,"Remainder of malignant neoplasms",2,40 to 44,8
1999,"Remainder of malignant neoplasms",2,45 to 49,13
1999,"Remainder of malignant neoplasms",2,50 to 54,20
1999,"Remainder of malignant neoplasms",2,55 to 59,34
1999,"Remainder of malignant neoplasms",2,60 to 64,42
1999,"Remainder of malignant neoplasms",2,65 to 69,74
1999,"Remainder of malignant neoplasms",2,70 to 74,117
1999,"Remainder of malignant neoplasms",2,75 to 79,132
1999,"Remainder of malignant neoplasms",2,80 to 84,137
1999,"Remainder of malignant neoplasms",2,85 to 89,138
1999,"Remainder of malignant neoplasms",2,90 to 94,67
1999,"Remainder of malignant neoplasms",2,95+,23
2000,"Remainder of malignant neoplasms",1,0 to 4,12
2000,"Remainder of malignant neoplasms",1,30 to 34,1
2000,"Remainder of malignant neoplasms",1,35 to 39,6
2000,"Remainder of malignant neoplasms",1,40 to 44,11
2000,"Remainder of malignant neoplasms",1,45 to 49,19
2000,"Remainder of malignant neoplasms",1,50 to 54,24
2000,"Remainder of malignant neoplasms",1,55 to 59,43
2000,"Remainder of malignant neoplasms",1,60 to 64,62
2000,"Remainder of malignant neoplasms",1,65 to 69,105
2000,"Remainder of malignant neoplasms",1,70 to 74,135
2000,"Remainder of malignant neoplasms",1,75 to 79,152
2000,"Remainder of malignant neoplasms",1,80 to 84,126
