B89;Remainder of certain infectious and parasitic diseases
B90;Remainder of certain infectious and parasitic diseases
B91;Remainder of certain infectious and parasitic diseases
B92;Remainder of certain infectious and parasitic diseases
B93;Remainder of certain infectious and parasitic diseases
B94;Remainder of certain infectious and parasitic diseases
B99;Remainder of certain infectious and parasitic diseases
C00;Neoplasms
C01;Neoplasms
C02;Neoplasms
C03;Neoplasms
C04;Neoplasms
C05;Neoplasms
C06;Neoplasms
C07;Neoplasms
C08;Neoplasms
C09;Neoplasms
C10;Neoplasms
C11;Neoplasms
C12;Neoplasms
C13;Neoplasms
C14;Neoplasms
C15;Neoplasms
C16;Neoplasms
C17;Neoplasms
C18;Neoplasms
C19;Neoplasms
C20;Neoplasms
C21;Neoplasms
C22;Neoplasms
C23;Neoplasms
C24;Neoplasms
C25;Neoplasms
C26;Neoplasms
C27;Neoplasms
C28;Neoplasms
C29;Neoplasms
C30;Neoplasms
C31;Neoplasms
C32;Neoplasms
C33;Neoplasms
C34;Neoplasms
C35;Neoplasms
C36;Neoplasms
C37;Neoplasms
C38;Neoplasms
C39;Neoplasms
C40;Neoplasms
C41;Neoplasms
C42;Neoplasms
C43;Neoplasms
C44;Neoplasms
C45;Neoplasms
C46;Neoplasms
C47;Neoplasms
C48;Neoplasms
C00;Malignant neoplasm of lip, oral cavity and pharynx
C01;Malignant neoplasm of lip, oral cavity and pharynx
C02;Malignant neoplasm of lip, oral cavity and pharynx
C03;Malignant neoplasm of lip, oral cavity and pharynx
C04;Malignant neoplasm of lip, oral cavity and pharynx
C05;Malignant neoplasm of lip, oral cavity and pharynx
C06;Malignant neoplasm of lip, oral cavity and pharynx
C07;Malignant neoplasm of lip, oral cavity and pharynx
C08;Malignant neoplasm of lip, oral cavity and pharynx
C09;Malignant neoplasm of lip, oral cavity and pharynx
C10;Malignant neoplasm of lip, oral cavity and pharynx
C11;Malignant neoplasm of lip, oral cavity and pharynx
C12;Malignant neoplasm of lip, oral cavity and pharynx
C13;Malignant neoplasm of lip, oral cavity and pharynx
C14;Malignant neoplasm of lip, oral cavity and pharynx
C15;Malignant neoplasm of oesophagus
C16;Malignant neoplasm of stomach
C18;Malignant neoplasm of colon, rectum and anus
C19;Malignant neoplasm of colon, rectum and anus
C20;Malignant neoplasm of colon, rectum and anus
C21;Malignant neoplasm of colon, rectum and anus
C22;Malignant neoplasm of liver and intrahepatic bile ducts
C25;Malignant neoplasm of pancreas
C32;Malignant neoplasm of larynx
C33;Malignant neoplasm of trachea, bronchus and lung
C34;Malignant neoplasm of trachea, bronchus and lung
C43;Malignant melanoma of skin
C50;Malignant neoplasm of breast
C53;Malignant neoplasm of cervix uteri
C54;Malignant neoplasm of other and unspecified parts of uterus
C55;Malignant neoplasm of other and unspecified parts of uterus
C56;Malignant neoplasm of ovary
C61;Malignant neoplasm of prostate
C67;Malignant neoplasm of bladder
C70;Malignant neoplasm of meninges, brain and other parts of central nervous system
C71;Malignant neoplasm of meninges, brain and other parts of central nervous system
C72;Malignant neoplasm of meninges, brain and other parts of central nervous system
C82;Non-Hodgkin's lymphoma
C83;Non-Hodgkin's lymphoma
C84;Non-Hodgkin's lymphoma
C85;Non-Hodgkin's lymphoma
C90;Multiple myeloma and malignant plasma cell neoplasms
C91;Leukaemia
C92;Leukaemia
C93;Leukaemia
C94;Leukaemia
C95;Leukaemia
C17;Remainder of malignant neoplasms
C23;Remainder of malignant neoplasms
C24;Remainder of malignant neoplasms
C26;Remainder of malignant neoplasms
C27;Remainder of malignant neoplasms
C28;Remainder of malignant neoplasms
C29;Remainder of malignant neoplasms
C30;Remainder of malignant neoplasms
C31;Remainder of malignant neoplasms
C37;Remainder of malignant neoplasms
C38;Remainder of malignant neoplasms
C39;Remainder of malignant neoplasms
C40;Remainder of malignant neoplasms
C41;Remainder of malignant neoplasms
C44;Remainder of malignant neoplasms
C45;Remainder of malignant neoplasms
C46;Remainder of malignant neoplasms
C47;Remainder of malignant neoplasms
C48;Remainder of malignant neoplasms
C49;Remainder of malignant neoplasms
C51;Remainder of malignant neoplasms
C52;Remainder of malignant neoplasms
C57;Remainder of malignant neoplasms
C58;Remainder of malignant neoplasms
C59;Remainder of malignant neoplasms
C60;Remainder of malignant neoplasms
C62;Remainder of malignant neoplasms
C63;Remainder of malignant neoplasms
C64;Remainder of malignant neoplasms
C65;Remainder of malignant neoplasms
C66;Remainder of malignant neoplasms
C68;Remainder of malignant neoplasms
C69;Remainder of malignant neoplasms
C73;Remainder of malignant neoplasms
C74;Remainder of malignant neoplasms
C75;Remainder of malignant neoplasms
C76;Remainder of malignant neoplasms
C77;Remainder of malignant neoplasms
C78;Remainder of malignant neoplasms
C79;Remainder of malignant neoplasms
C80;Remainder of malignant neoplasms
C81;Remainder of malignant neoplasms
C88;Remainder of malignant neoplasms
C96;Remainder of malignant neoplasms
C97;Remainder of malignant neoplasms
D00;Remainder of neoplasms 
D01;Remainder of neoplasms 
D02;Remainder of neoplasms 
D03;Remainder of neoplasms 
D04;Remainder of neoplasms 
D05;Remainder of neoplasms 
D06;Remainder of neoplasms 
D07;Remainder of neoplasms 
D08;Remainder of neoplasms 
D09;Remainder of neoplasms 
D10;Remainder of neoplasms 
D11;Remainder of neoplasms 
D12;Remainder of neoplasms 
D13;Remainder of neoplasms 
D14;Remainder of neoplasms 
D15;Remainder of neoplasms 
D16;Remainder of neoplasms 
D17;Remainder of neoplasms 
D18;Remainder of neoplasms 
D19;Remainder of neoplasms 
D20;Remainder of neoplasms 
D21;Remainder of neoplasms 
D22;Remainder of neoplasms 
D23;Remainder of neoplasms 
D24;Remainder of neoplasms 
D25;Remainder of neoplasms 
D26;Remainder of neoplasms 
D27;Remainder of neoplasms 
D28;Remainder of neoplasms 
D29;Remainder of neoplasms 
D30;Remainder of neoplasms 
D31;Remainder of neoplasms 
D32;Remainder of neoplasms 
D33;Remainder of neoplasms 
D34;Remainder of neoplasms 
D35;Remainder of neoplasms 
D36;Remainder of neoplasms 
D37;Remainder of neoplasms 
D38;Remainder of neoplasms 
D39;Remainder of neoplasms 
D40;Remainder of neoplasms 
D41;Remainder of neoplasms 
D42;Remainder of neoplasms 
D43;Remainder of neoplasms 
D44;Remainder of neoplasms 
D45;Remainder of neoplasms 
D46;Remainder of neoplasms 
D47;Remainder of neoplasms 
D48;Remainder of neoplasms 
D50;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D51;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D52;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D53;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D54;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D55;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D56;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D57;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D58;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D59;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D60;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D61;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D62;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D63;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D64;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D65;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D66;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D67;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D68;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D69;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D70;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D71;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D72;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D73;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D74;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D75;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D76;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D77;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D78;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D79;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D80;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D81;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D82;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D83;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D84;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D85;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D86;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D87;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D88;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D89;Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D50;Anaemias
D51;Anaemias
D52;Anaemias
D53;Anaemias
D54;Anaemias
D55;Anaemias
D56;Anaemias
D57;Anaemias
D58;Anaemias
D59;Anaemias
D60;Anaemias
D61;Anaemias
D62;Anaemias
D63;Anaemias
D64;Anaemias
D65;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D66;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D67;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D68;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D69;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D70;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D71;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D72;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D73;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D74;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D75;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D76;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D77;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D78;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D79;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D80;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D81;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D82;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D83;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D84;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D85;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D86;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D87;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D88;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
D89;Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
E00;Endocrine, nutritional and metabolic diseases
E01;Endocrine, nutritional and metabolic diseases
E02;Endocrine, nutritional and metabolic diseases
E03;Endocrine, nutritional and metabolic diseases
E04;Endocrine, nutritional and metabolic diseases
E05;Endocrine, nutritional and metabolic diseases
E06;Endocrine, nutritional and metabolic diseases
E07;Endocrine, nutritional and metabolic diseases
E08;Endocrine, nutritional and metabolic diseases
E09;Endocrine, nutritional and metabolic diseases
E10;Endocrine, nutritional and metabolic diseases
E11;Endocrine, nutritional and metabolic diseases
E12;Endocrine, nutritional and metabolic diseases
E13;Endocrine, nutritional and metabolic diseases
E14;Endocrine, nutritional and metabolic diseases
E15;Endocrine, nutritional and metabolic diseases
E16;Endocrine, nutritional and metabolic diseases
E17;Endocrine, nutritional and metabolic diseases
E18;Endocrine, nutritional and metabolic diseases
E19;Endocrine, nutritional and metabolic diseases
E20;Endocrine, nutritional and metabolic diseases
E21;Endocrine, nutritional and metabolic diseases
E22;Endocrine, nutritional and metabolic diseases
E23;Endocrine, nutritional and metabolic diseases
E24;Endocrine, nutritional and metabolic diseases
E25;Endocrine, nutritional and metabolic diseases
E26;Endocrine, nutritional and metabolic diseases
E27;Endocrine, nutritional and metabolic diseases
E28;Endocrine, nutritional and metabolic diseases
E29;Endocrine, nutritional and metabolic diseases
E30;Endocrine, nutritional and metabolic diseases
E31;Endocrine, nutritional and metabolic diseases
E32;Endocrine, nutritional and metabolic diseases
E33;Endocrine, nutritional and metabolic diseases
E34;Endocrine, nutritional and metabolic diseases
E35;Endocrine, nutritional and metabolic diseases
E36;Endocrine, nutritional and metabolic diseases
E37;Endocrine, nutritional and metabolic diseases
E38;Endocrine, nutritional and metabolic diseases
E39;Endocrine, nutritional and metabolic diseases
E40;Endocrine, nutritional and metabolic diseases
E41;Endocrine, nutritional and metabolic diseases
E42;Endocrine, nutritional and metabolic diseases
E43;Endocrine, nutritional and metabolic diseases
E44;Endocrine, nutritional and metabolic diseases
E45;Endocrine, nutritional and metabolic diseases
E46;Endocrine, nutritional and metabolic diseases
E47;Endocrine, nutritional and metabolic diseases
E48;Endocrine, nutritional and metabolic diseases
E49;Endocrine, nutritional and metabolic diseases
E50;Endocrine, nutritional and metabolic diseases
E51;Endocrine, nutritional and metabolic diseases
E52;Endocrine, nutritional and metabolic diseases
E53;Endocrine, nutritional and metabolic diseases
E54;Endocrine, nutritional and metabolic diseases
E55;Endocrine, nutritional and metabolic diseases
E56;Endocrine, nutritional and metabolic diseases
E57;Endocrine, nutritional and metabolic diseases
E58;Endocrine, nutritional and metabolic diseases
E59;Endocrine, nutritional and metabolic diseases
E60;Endocrine, nutritional and metabolic diseases
E61;Endocrine, nutritional and metabolic diseases
E62;Endocrine, nutritional and metabolic diseases
E63;Endocrine, nutritional and metabolic diseases
E64;Endocrine, nutritional and metabolic diseases
E65;Endocrine, nutritional and metabolic diseases
E66;Endocrine, nutritional and metabolic diseases
E67;Endocrine, nutritional and metabolic diseases
E68;Endocrine, nutritional and metabolic diseases
E69;Endocrine, nutritional and metabolic diseases
E70;Endocrine, nutritional and metabolic diseases
E71;Endocrine, nutritional and metabolic diseases
E72;Endocrine, nutritional and metabolic diseases
E73;Endocrine, nutritional and metabolic diseases
E74;Endocrine, nutritional and metabolic diseases
E75;Endocrine, nutritional and metabolic diseases
E76;Endocrine, nutritional and metabolic diseases
E77;Endocrine, nutritional and metabolic diseases
E78;Endocrine, nutritional and metabolic diseases
E79;Endocrine, nutritional and metabolic diseases
E80;Endocrine, nutritional and metabolic diseases
E81;Endocrine, nutritional and metabolic diseases
E82;Endocrine, nutritional and metabolic diseases
E83;Endocrine, nutritional and metabolic diseases
E84;Endocrine, nutritional and metabolic diseases
E85;Endocrine, nutritional and metabolic diseases
E86;Endocrine, nutritional and metabolic diseases
E87;Endocrine, nutritional and metabolic diseases
E88;Endocrine, nutritional and metabolic diseases
E10;Diabetes mellitus
E11;Diabetes mellitus
E12;Diabetes mellitus
E13;Diabetes mellitus
E14;Diabetes mellitus
E40;Malnutrition
E41;Malnutrition
E42;Malnutrition
E43;Malnutrition
E44;Malnutrition
E45;Malnutrition
E46;Malnutrition
E00;Remainder of endocrine, nutritional and metabolic diseases
E01;Remainder of endocrine, nutritional and metabolic diseases
E02;Remainder of endocrine, nutritional and metabolic diseases
E03;Remainder of endocrine, nutritional and metabolic diseases
E04;Remainder of endocrine, nutritional and metabolic diseases
E05;Remainder of endocrine, nutritional and metabolic diseases
E06;Remainder of endocrine, nutritional and metabolic diseases
E07;Remainder of endocrine, nutritional and metabolic diseases
E15;Remainder of endocrine, nutritional and metabolic diseases
E16;Remainder of endocrine, nutritional and metabolic diseases
E17;Remainder of endocrine, nutritional and metabolic diseases
E18;Remainder of endocrine, nutritional and metabolic diseases
E19;Remainder of endocrine, nutritional and metabolic diseases
E20;Remainder of endocrine, nutritional and metabolic diseases
E21;Remainder of endocrine, nutritional and metabolic diseases
E22;Remainder of endocrine, nutritional and metabolic diseases
E23;Remainder of endocrine, nutritional and metabolic diseases
E24;Remainder of endocrine, nutritional and metabolic diseases
E25;Remainder of endocrine, nutritional and metabolic diseases
E26;Remainder of endocrine, nutritional and metabolic diseases
E27;Remainder of endocrine, nutritional and metabolic diseases
E28;Remainder of endocrine, nutritional and metabolic diseases
E29;Remainder of endocrine, nutritional and metabolic diseases
E30;Remainder of endocrine, nutritional and metabolic diseases
E31;Remainder of endocrine, nutritional and metabolic diseases
E32;Remainder of endocrine, nutritional and metabolic diseases
E33;Remainder of endocrine, nutritional and metabolic diseases
E34;Remainder of endocrine, nutritional and metabolic diseases
E50;Remainder of endocrine, nutritional and metabolic diseases
E51;Remainder of endocrine, nutritional and metabolic diseases
E52;Remainder of endocrine, nutritional and metabolic diseases
